Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%],lat,lon,elevation_m,gps_bearing,gps_speed_ms,gps_fix
08:21:26.007,30,99.0,1418.0,24.0,23.0,15.38,83.5,16.0,28.2,28.2,12.9103476,74.8965171,3.4,221.7,9.727,0
08:21:26.096,30,99.0,1418.0,24.0,23.0,15.38,83.5,16.0,28.2,28.2,12.9103416,74.8965128,3.5,221.7,9.697,0
08:21:26.187,30,99.0,1418.0,24.0,23.0,15.38,83.5,16.0,25.5,28.2,12.9103355,74.8965084,3.5,221.8,9.666,0
08:21:26.277,30,99.0,1418.0,24.0,23.0,15.38,83.5,16.0,25.5,24.3,12.9103294,74.8965041,3.6,221.8,9.635,0
08:21:26.367,30,99.0,1418.0,24.0,23.0,15.38,83.5,16.0,25.5,24.3,12.9103234,74.8964998,3.7,221.9,9.605,0
08:21:26.487,30,97.0,1418.0,24.0,23.0,15.38,83.5,16.0,25.5,24.3,12.9103153,74.896494,3.8,221.9,9.564,0
08:21:26.577,30,97.0,1443.0,24.0,23.0,15.38,83.5,16.0,25.5,24.3,12.9103092,74.8964897,3.8,221.9,9.533,0
08:21:26.667,30,97.0,1443.0,25.0,23.0,15.38,83.5,16.0,25.5,24.3,12.9103032,74.8964854,3.9,222.0,9.503,0
08:21:26.757,30,97.0,1443.0,25.0,23.0,15.38,83.5,16.0,25.5,24.3,12.9102971,74.896481,4.0,222.0,9.472,0
08:21:26.848,30,97.0,1443.0,25.0,23.0,15.02,83.5,16.0,25.5,24.3,12.910291,74.8964767,4.0,222.1,9.441,0
08:21:26.937,30,97.0,1443.0,25.0,23.0,15.02,83.5,16.0,25.5,24.3,12.910285,74.8964724,4.1,222.1,9.411,0
08:21:27.027,30,97.0,1443.0,25.0,23.0,15.02,83.5,16.0,25.5,24.3,12.9102789,74.8964681,4.2,222.1,9.381,0
08:21:27.117,30,97.0,1443.0,25.0,23.0,15.02,83.5,16.0,24.3,24.3,12.9102728,74.8964638,4.2,222.2,9.35,0
08:21:27.207,30,97.0,1443.0,25.0,23.0,15.02,83.5,16.0,24.3,23.9,12.9102668,74.8964594,4.3,222.2,9.32,0
08:21:27.297,30,97.0,1443.0,25.0,23.0,15.02,83.5,16.0,24.3,23.9,12.9102607,74.8964551,4.4,222.3,9.289,0
08:21:27.388,30,96.0,1443.0,25.0,23.0,15.02,83.5,16.0,24.3,23.9,12.9102546,74.8964507,4.4,222.3,9.258,0
08:21:27.477,30,96.0,1419.0,25.0,23.0,15.02,83.5,16.0,24.3,23.9,12.9102486,74.8964465,4.5,222.3,9.228,0
08:21:27.568,30,96.0,1419.0,24.0,23.0,15.02,83.5,16.0,24.3,23.9,12.9102424,74.8964421,4.6,222.4,9.197,0
08:21:27.657,30,96.0,1419.0,24.0,23.0,15.02,83.5,16.0,24.3,23.9,12.9102364,74.8964378,4.7,222.4,9.167,0
08:21:27.747,30,96.0,1419.0,24.0,23.0,14.61,83.5,16.0,24.3,23.9,12.9102304,74.8964335,4.7,222.4,9.136,0
08:21:27.837,30,96.0,1419.0,24.0,23.0,14.61,83.5,16.0,24.3,23.9,12.9102243,74.8964292,4.8,222.5,9.106,0
08:21:27.927,30,96.0,1419.0,24.0,23.0,14.61,83.5,16.0,24.3,23.9,12.9102182,74.8964248,4.9,222.5,9.075,0
08:21:28.020,30,96.0,1419.0,24.0,23.0,14.61,83.5,16.0,24.3,23.9,12.910212,74.8964204,4.9,222.6,9.044,0
08:21:28.107,30,96.0,1419.0,24.0,23.0,14.61,83.5,16.0,24.3,24.3,12.9102061,74.8964162,5.0,222.6,9.014,0
08:21:28.197,30,96.0,1419.0,24.0,23.0,14.61,83.5,16.0,24.3,24.3,12.9102,74.8964119,5.1,222.6,8.984,0
08:21:28.287,30,96.0,1419.0,24.0,23.0,14.61,83.5,16.0,24.3,24.3,12.910194,74.8964075,5.1,222.7,8.953,0
08:21:28.377,30,96.0,1400.0,24.0,23.0,14.61,83.5,16.0,24.3,24.3,12.9101879,74.8964032,5.2,222.7,8.923,0
08:21:28.468,30,96.0,1400.0,24.0,23.0,14.61,83.5,16.0,24.3,24.3,12.9101818,74.8963988,5.3,222.8,8.892,0
08:21:28.558,30,96.0,1400.0,24.0,22.0,14.61,83.5,16.0,24.3,24.3,12.9101757,74.8963945,5.3,222.8,8.861,0
08:21:28.647,30,96.0,1400.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.9101697,74.8963902,5.4,222.8,8.831,0
08:21:28.737,30,96.0,1400.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.9101636,74.8963859,5.5,222.9,8.801,0
08:21:28.828,30,96.0,1400.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.9101575,74.8963816,5.6,222.9,8.77,0
08:21:28.917,30,96.0,1400.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.9101515,74.8963773,5.6,222.9,8.74,0
08:21:29.007,30,96.0,1400.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.9101454,74.896373,5.7,223.0,8.709,0
08:21:29.097,30,96.0,1400.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.9101394,74.8963686,5.8,223.0,8.678,0
08:21:29.187,30,96.0,1400.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.9101333,74.8963643,5.8,223.1,8.648,0
08:21:29.277,30,96.0,1416.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.9101272,74.89636,5.9,223.1,8.617,0
08:21:29.369,30,96.0,1416.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.910121,74.8963556,6.0,223.1,8.586,0
08:21:29.459,30,96.0,1416.0,24.0,22.0,14.58,83.5,16.0,24.3,24.3,12.910115,74.8963512,6.0,223.2,8.556,0
08:21:29.547,30,96.0,1416.0,24.0,22.0,14.91,83.5,16.0,24.3,24.3,12.910109,74.896347,6.1,223.2,8.526,0
08:21:29.637,30,96.0,1416.0,24.0,22.0,14.91,83.5,16.0,24.3,24.3,12.910103,74.8963427,6.2,223.3,8.495,0
08:21:29.727,30,96.0,1416.0,24.0,22.0,14.91,83.5,16.0,24.3,24.3,12.9100969,74.8963384,6.2,223.3,8.465,0
08:21:29.817,30,96.0,1416.0,24.0,22.0,14.91,83.5,16.0,24.3,24.3,12.9100908,74.896334,6.3,223.3,8.434,0
08:21:29.909,30,96.0,1416.0,24.0,22.0,14.91,83.5,16.0,24.3,24.7,12.9100846,74.8963296,6.4,223.4,8.403,0
08:21:29.997,30,96.0,1416.0,24.0,22.0,14.91,83.5,16.0,24.3,24.7,12.9100787,74.8963254,6.5,223.4,8.373,0
08:21:30.087,30,96.0,1416.0,24.0,22.0,14.91,83.5,16.0,24.3,24.7,12.9100726,74.8963211,6.5,223.5,8.343,0
08:21:30.177,30,96.0,1380.0,24.0,22.0,14.91,83.5,16.0,24.3,24.7,12.9100666,74.8963167,6.6,223.5,8.312,0
08:21:30.267,30,96.0,1380.0,23.0,22.0,14.91,83.5,16.0,24.3,24.7,12.9100605,74.8963124,6.7,223.5,8.282,0
08:21:30.357,30,96.0,1380.0,23.0,22.0,14.91,83.5,16.0,24.3,24.7,12.9100544,74.8963081,6.7,223.6,8.251,0
08:21:30.477,30,96.0,1380.0,23.0,22.0,14.19,83.5,16.0,24.3,24.7,12.9100463,74.8963023,6.8,223.6,8.21,0
08:21:30.599,30,96.0,1380.0,23.0,22.0,14.19,83.5,16.0,24.3,24.7,12.9100381,74.8962965,6.9,223.7,8.169,0
08:21:30.687,30,96.0,1380.0,23.0,22.0,14.19,83.5,16.0,24.3,24.7,12.9100322,74.8962922,7.0,223.7,8.139,0
08:21:30.777,30,96.0,1380.0,23.0,22.0,14.19,83.5,16.0,24.7,24.7,12.9100261,74.8962879,7.1,223.8,8.109,0
08:21:30.868,30,96.0,1380.0,23.0,22.0,14.19,83.5,16.0,24.7,24.7,12.91002,74.8962835,7.1,223.8,8.078,0
08:21:30.957,31,96.0,1380.0,23.0,22.0,14.19,83.5,16.0,24.7,24.7,12.910014,74.8962793,7.2,223.8,8.048,0
08:21:31.047,31,96.0,1380.0,23.0,22.0,14.19,83.5,16.0,24.7,24.7,12.9100079,74.8962749,7.3,223.9,8.017,0
08:21:31.137,31,96.0,1329.0,23.0,22.0,14.19,83.5,16.0,24.7,24.7,12.9100018,74.8962706,7.3,223.9,7.986,0
08:21:31.227,31,96.0,1329.0,22.0,22.0,14.19,83.5,16.0,24.7,24.7,12.9099958,74.8962663,7.4,223.9,7.956,0
08:21:31.317,31,96.0,1329.0,22.0,22.0,14.19,83.5,16.0,24.7,24.7,12.9099897,74.896262,7.5,224.0,7.925,0
08:21:31.407,31,96.0,1329.0,22.0,22.0,13.58,83.5,16.0,24.7,24.7,12.9099836,74.8962577,7.5,224.0,7.895,0
08:21:31.498,31,96.0,1329.0,22.0,22.0,13.58,83.5,16.0,24.7,24.7,12.9099775,74.8962533,7.6,224.1,7.864,0
08:21:31.587,31,96.0,1329.0,22.0,22.0,13.58,83.5,16.0,24.7,24.7,12.9099715,74.896249,7.7,224.1,7.834,0
08:21:31.677,31,96.0,1329.0,22.0,22.0,13.58,83.5,16.0,24.7,24.7,12.9099654,74.8962447,7.7,224.1,7.803,0
08:21:31.768,31,96.0,1329.0,22.0,22.0,13.58,83.5,16.0,24.7,24.3,12.9099593,74.8962403,7.8,224.2,7.772,0
08:21:31.858,31,96.0,1329.0,22.0,22.0,13.58,83.5,16.0,24.7,24.3,12.9099532,74.896236,7.9,224.2,7.742,0
08:21:31.947,31,96.0,1329.0,22.0,22.0,13.58,83.5,16.0,24.7,24.3,12.9099472,74.8962317,8.0,224.3,7.712,0
08:21:32.038,31,96.0,1291.0,22.0,22.0,13.58,83.5,16.0,24.7,24.3,12.9099411,74.8962273,8.0,224.3,7.681,0
08:21:32.126,31,96.0,1291.0,22.0,22.0,13.58,83.5,16.0,24.7,24.3,12.9099352,74.8962231,8.1,224.3,7.651,0
08:21:32.217,31,96.0,1291.0,22.0,22.0,13.58,83.5,16.0,24.7,24.3,12.909929,74.8962187,8.2,224.4,7.62,0
08:21:32.307,31,96.0,1291.0,22.0,22.0,13.36,83.5,16.0,24.7,24.3,12.909923,74.8962144,8.2,224.4,7.59,0
08:21:32.397,31,96.0,1291.0,22.0,22.0,13.36,83.5,16.0,24.7,24.3,12.9099169,74.8962101,8.3,224.4,7.559,0
08:21:32.487,31,96.0,1291.0,22.0,22.0,13.36,83.5,16.0,24.7,24.3,12.9099108,74.8962058,8.4,224.5,7.528,0
08:21:32.577,31,96.0,1291.0,22.0,22.0,13.36,83.5,16.0,24.7,24.3,12.9099048,74.8962014,8.4,224.5,7.498,0
08:21:32.668,31,96.0,1291.0,22.0,22.0,13.36,83.5,16.0,24.7,24.7,12.9098986,74.8961971,8.5,224.6,7.467,0
08:21:32.757,31,96.0,1291.0,22.0,22.0,13.36,83.5,16.0,24.7,24.7,12.9098926,74.8961928,8.6,224.6,7.437,0
08:21:32.847,31,96.0,1291.0,22.0,22.0,13.36,83.5,16.0,24.7,24.7,12.9098866,74.8961885,8.6,224.6,7.406,0
08:21:32.938,31,96.0,1288.0,22.0,22.0,13.36,83.5,16.0,24.7,24.7,12.9098804,74.8961841,8.7,224.7,7.375,0
08:21:33.033,31,96.0,1288.0,22.0,22.0,13.36,83.5,16.0,24.7,24.7,12.909874,74.8961795,8.8,224.7,7.343,0
08:21:33.117,31,96.0,1288.0,22.0,22.0,13.36,83.5,16.0,24.7,24.7,12.9098684,74.8961755,8.9,224.8,7.315,0
08:21:33.207,31,96.0,1288.0,22.0,22.0,13.13,83.5,16.0,24.7,24.7,12.9098623,74.8961712,8.9,224.8,7.284,0
08:21:33.297,31,96.0,1288.0,22.0,22.0,13.13,83.5,16.0,24.7,24.7,12.9098562,74.8961669,9.0,224.8,7.254,0
08:21:33.387,31,96.0,1288.0,22.0,22.0,13.13,83.5,16.0,24.7,24.7,12.9098502,74.8961625,9.1,224.9,7.223,0
08:21:33.477,31,96.0,1288.0,22.0,22.0,13.13,83.5,16.0,24.7,24.7,12.9098441,74.8961582,9.1,224.9,7.193,0
08:21:33.567,31,96.0,1288.0,22.0,22.0,13.13,83.5,16.0,24.7,24.3,12.909838,74.8961539,9.2,225.0,7.162,0
08:21:33.658,31,96.0,1288.0,22.0,22.0,13.13,83.5,16.0,24.7,24.3,12.9098319,74.8961495,9.3,225.0,7.131,0
08:21:33.748,31,96.0,1288.0,22.0,22.0,13.13,83.5,16.0,24.7,24.3,12.9098258,74.8961452,9.3,225.0,7.101,0
08:21:33.837,31,96.0,1257.0,22.0,22.0,13.13,83.5,16.0,24.7,24.3,12.9098198,74.8961409,9.4,225.1,7.071,0
08:21:33.929,31,96.0,1257.0,21.0,22.0,13.13,83.5,16.0,24.7,24.3,12.9098136,74.8961365,9.5,225.1,7.039,0
08:21:34.019,31,96.0,1257.0,21.0,22.0,13.13,83.5,16.0,24.7,24.3,12.9098076,74.8961322,9.5,225.1,7.009,0
08:21:34.106,31,96.0,1257.0,21.0,22.0,12.94,83.5,16.0,24.7,24.3,12.9098017,74.896128,9.6,225.2,6.979,0
08:21:34.197,31,96.0,1257.0,21.0,22.0,12.94,83.5,16.0,24.7,24.3,12.9097956,74.8961236,9.7,225.2,6.948,0
08:21:34.287,31,96.0,1257.0,21.0,22.0,12.94,83.5,16.0,24.7,24.3,12.9097895,74.8961193,9.8,225.3,6.918,0
08:21:34.378,31,96.0,1257.0,21.0,22.0,12.94,83.5,16.0,24.7,24.3,12.9097834,74.8961149,9.8,225.3,6.887,0
08:21:34.467,31,96.0,1257.0,21.0,22.0,12.94,83.5,16.0,24.7,24.7,12.9097774,74.8961106,9.9,225.3,6.857,0
08:21:34.558,31,96.0,1257.0,21.0,22.0,12.94,83.5,16.0,24.7,24.7,12.9097712,74.8961063,10.0,225.4,6.826,0
08:21:34.647,31,96.0,1257.0,21.0,22.0,12.94,83.5,16.0,24.7,24.7,12.9097684,74.8961018,9.9,225.6,6.815,0
08:21:34.737,31,96.0,1256.0,21.0,22.0,12.94,83.5,16.0,24.7,24.7,12.9097691,74.8960971,9.8,226.0,6.825,0
08:21:34.827,31,96.0,1256.0,21.0,22.0,12.94,83.5,16.0,24.7,24.7,12.9097698,74.8960924,9.6,226.5,6.835,0
08:21:34.917,31,96.0,1256.0,21.0,22.0,12.94,83.5,16.0,24.7,24.7,12.9097705,74.8960877,9.4,226.9,6.845,0
08:21:35.008,31,96.0,1256.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097712,74.8960829,9.3,227.3,6.855,0
08:21:35.097,31,96.0,1256.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097719,74.8960783,9.1,227.8,6.865,0
08:21:35.187,31,96.0,1256.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097726,74.8960736,8.9,228.2,6.875,0
08:21:35.277,31,96.0,1256.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097733,74.8960688,8.8,228.6,6.885,0
08:21:35.367,31,96.0,1256.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097739,74.8960641,8.6,229.0,6.895,0
08:21:35.487,31,96.0,1256.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097749,74.8960578,8.4,229.6,6.909,0
08:21:35.608,31,96.0,1256.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097758,74.8960515,8.2,230.2,6.922,0
08:21:35.697,31,96.0,1251.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097765,74.8960469,8.0,230.6,6.932,0
08:21:35.787,31,96.0,1251.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097772,74.8960421,7.9,231.1,6.942,0
08:21:35.877,31,96.0,1251.0,21.0,22.0,13.05,83.5,16.0,24.7,24.7,12.9097779,74.8960374,7.7,231.5,6.952,0
08:21:35.967,31,96.0,1251.0,21.0,22.0,12.97,83.5,16.0,24.7,24.7,12.9097786,74.8960327,7.5,231.9,6.962,0
08:21:36.056,31,96.0,1251.0,21.0,22.0,12.97,83.5,16.0,24.7,24.7,12.9097792,74.8960281,7.4,232.3,6.972,0
08:21:36.146,31,96.0,1251.0,21.0,22.0,12.97,83.5,16.0,24.7,24.7,12.9097799,74.8960233,7.2,232.8,6.982,0
08:21:36.237,31,96.0,1251.0,21.0,22.0,12.97,83.5,16.0,24.7,24.7,12.9097806,74.8960186,7.0,233.2,6.993,0
08:21:36.327,31,96.0,1251.0,21.0,22.0,12.97,83.5,16.0,24.7,24.3,12.9097813,74.8960139,6.9,233.6,7.003,0
08:21:36.421,31,96.0,1251.0,21.0,22.0,12.97,83.5,16.0,24.7,24.3,12.9097821,74.896009,6.7,234.1,7.013,0
08:21:36.507,31,96.0,1251.0,21.0,22.0,12.97,83.5,16.0,24.7,24.3,12.9097827,74.8960044,6.6,234.5,7.023,0
08:21:36.597,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.7,24.3,12.9097834,74.8959997,6.4,234.9,7.033,0
08:21:36.687,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.7,24.3,12.9097841,74.895995,6.2,235.4,7.043,0
08:21:36.777,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.7,24.3,12.9097848,74.8959903,6.1,235.8,7.053,0
08:21:36.897,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.7,24.3,12.9097857,74.895984,5.8,236.4,7.066,0
08:21:36.987,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.7,24.3,12.9097864,74.8959793,5.7,236.8,7.076,0
08:21:37.077,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.7,24.3,12.9097871,74.8959746,5.5,237.2,7.087,0
08:21:37.167,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097878,74.8959699,5.4,237.6,7.097,0
08:21:37.257,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097885,74.8959652,5.2,238.1,7.107,0
08:21:37.347,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097892,74.8959605,5.0,238.5,7.117,0
08:21:37.437,31,96.0,1249.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097899,74.8959558,4.9,238.9,7.127,0
08:21:37.527,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097906,74.8959511,4.7,239.4,7.137,0
08:21:37.617,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097913,74.8959463,4.5,239.8,7.147,0
08:21:37.709,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.909792,74.8959415,4.4,240.2,7.157,0
08:21:37.798,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097927,74.8959369,4.2,240.7,7.167,0
08:21:37.888,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097933,74.8959322,4.0,241.1,7.177,0
08:21:37.977,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.909794,74.8959275,3.9,241.5,7.187,0
08:21:38.067,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097947,74.8959228,3.7,242.0,7.197,0
08:21:38.157,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097954,74.8959181,3.6,242.4,7.207,0
08:21:38.247,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097961,74.8959134,3.4,242.8,7.217,0
08:21:38.337,31,96.0,1242.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097968,74.8959086,3.2,243.2,7.228,0
08:21:38.427,31,96.0,1244.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097975,74.8959039,3.1,243.7,7.238,0
08:21:38.516,31,96.0,1244.0,21.0,22.0,12.97,83.5,16.0,24.3,24.3,12.9097982,74.8958993,2.9,244.1,7.248,0
08:21:38.607,31,96.0,1244.0,21.0,21.0,12.97,83.5,16.0,24.3,24.3,12.9097989,74.8958945,2.7,244.5,7.258,0
08:21:38.696,31,96.0,1244.0,21.0,21.0,12.94,83.5,16.0,24.3,24.3,12.9097996,74.8958899,2.6,245.0,7.268,0
08:21:38.786,31,96.0,1244.0,21.0,21.0,12.94,83.5,16.0,24.3,24.3,12.9098003,74.8958851,2.4,245.4,7.278,0
08:21:38.876,31,96.0,1244.0,21.0,21.0,12.94,83.5,16.0,24.3,24.3,12.9098009,74.8958804,2.3,245.8,7.288,0
08:21:38.966,31,96.0,1244.0,21.0,21.0,12.94,83.5,16.0,24.3,24.3,12.9098016,74.8958757,2.1,246.3,7.298,0
08:21:39.056,31,96.0,1244.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098023,74.895871,1.9,246.7,7.308,0
08:21:39.146,31,96.0,1244.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.909803,74.8958663,1.8,247.1,7.318,0
08:21:39.237,31,96.0,1244.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098037,74.8958615,1.6,247.5,7.328,0
08:21:39.327,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098044,74.8958568,1.4,248.0,7.338,0
08:21:39.417,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098051,74.8958521,1.3,248.4,7.348,0
08:21:39.507,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098058,74.8958474,1.1,248.8,7.358,0
08:21:39.597,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098065,74.8958427,1.0,249.3,7.368,0
08:21:39.687,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098072,74.895838,0.8,249.7,7.379,0
08:21:39.780,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098079,74.8958331,0.6,250.1,7.389,0
08:21:39.867,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098086,74.8958286,0.5,250.6,7.399,0
08:21:39.957,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098093,74.8958238,0.3,251.0,7.409,0
08:21:40.046,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.90981,74.8958192,0.1,251.4,7.419,0
08:21:40.141,31,96.0,1246.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098107,74.8958142,-0.0,251.9,7.429,0
08:21:40.280,31,96.0,1258.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098118,74.8958069,-0.3,252.5,7.445,0
08:21:40.376,31,96.0,1258.0,21.0,21.0,12.94,83.5,16.0,24.3,23.9,12.9098125,74.8958019,-0.5,253.0,7.456,0
08:21:40.496,31,96.0,1258.0,21.0,22.0,12.94,83.5,16.0,24.3,23.9,12.9098134,74.8957956,-0.7,253.6,7.469,0
08:21:40.588,31,96.0,1258.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.9098141,74.8957908,-0.8,254.0,7.479,0
08:21:40.677,31,96.0,1258.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.9098148,74.8957861,-1.0,254.4,7.489,0
08:21:40.767,31,96.0,1258.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.9098155,74.8957814,-1.2,254.9,7.499,0
08:21:40.857,31,96.0,1258.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.9098162,74.8957767,-1.3,255.3,7.509,0
08:21:40.948,31,96.0,1258.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.9098169,74.895772,-1.5,255.7,7.52,0
08:21:41.037,31,96.0,1258.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.9098176,74.8957673,-1.7,256.2,7.53,0
08:21:41.128,31,96.0,1258.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.9098183,74.8957625,-1.8,256.6,7.54,0
08:21:41.217,31,96.0,1268.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.909819,74.8957579,-2.0,257.0,7.55,0
08:21:41.306,31,96.0,1268.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.9098196,74.8957532,-2.1,257.4,7.56,0
08:21:41.397,31,96.0,1268.0,21.0,22.0,13.13,83.5,16.0,24.3,23.9,12.9098203,74.8957485,-2.3,257.9,7.57,0
08:21:41.487,31,96.0,1268.0,21.0,22.0,13.3,83.5,16.0,24.3,23.9,12.909821,74.8957437,-2.5,258.3,7.58,0
08:21:41.577,31,96.0,1268.0,21.0,22.0,13.3,83.5,16.0,24.3,23.9,12.9098217,74.895739,-2.6,258.7,7.59,0
08:21:41.667,31,96.0,1268.0,21.0,22.0,13.3,83.5,16.0,24.3,23.9,12.9098224,74.8957343,-2.8,259.2,7.6,0
08:21:41.757,31,96.0,1268.0,21.0,22.0,13.3,83.5,16.0,24.3,23.9,12.9098231,74.8957296,-3.0,259.6,7.61,0
08:21:41.847,31,96.0,1268.0,21.0,22.0,13.3,83.5,16.0,24.3,23.9,12.9098238,74.8957249,-3.1,260.0,7.62,0
08:21:41.937,32,96.0,1268.0,21.0,22.0,13.3,83.5,16.0,24.3,23.9,12.9098245,74.8957202,-3.3,260.5,7.63,0
08:21:42.027,32,96.0,1268.0,21.0,22.0,13.3,83.5,16.0,24.3,23.9,12.9098252,74.8957155,-3.5,260.9,7.64,0
08:21:42.117,32,96.0,1268.0,21.0,22.0,13.3,83.5,16.0,24.3,23.9,12.9098259,74.8957108,-3.6,261.3,7.65,0
08:21:42.207,32,96.0,1268.0,22.0,22.0,13.3,83.5,16.0,24.3,23.9,12.9098266,74.8957061,-3.8,261.7,7.66,0
08:21:42.299,32,96.0,1268.0,22.0,22.0,13.3,83.5,16.0,24.3,23.9,12.9098273,74.8957012,-3.9,262.2,7.671,0
08:21:42.387,32,96.0,1268.0,22.0,22.0,13.22,83.5,16.0,24.3,23.9,12.909828,74.8956966,-4.1,262.6,7.681,0
08:21:42.477,32,96.0,1268.0,22.0,22.0,13.22,83.5,16.0,24.3,23.9,12.9098287,74.8956919,-4.3,263.0,7.691,0
08:21:42.567,32,96.0,1268.0,22.0,22.0,13.22,83.5,16.0,24.3,23.9,12.9098294,74.8956872,-4.4,263.5,7.701,0
08:21:42.657,32,96.0,1268.0,22.0,22.0,13.22,83.5,16.0,24.3,23.9,12.90983,74.8956825,-4.6,263.9,7.711,0
08:21:42.747,32,96.0,1268.0,22.0,22.0,13.22,83.5,16.0,24.3,24.3,12.9098307,74.8956778,-4.8,264.3,7.721,0
08:21:42.837,32,96.0,1268.0,22.0,22.0,13.22,83.5,16.0,24.3,24.3,12.9098314,74.8956731,-4.9,264.8,7.731,0
08:21:42.928,32,95.0,1268.0,22.0,22.0,13.22,83.5,16.0,24.3,24.3,12.9098321,74.8956683,-5.1,265.2,7.741,0
08:21:43.017,32,95.0,1287.0,22.0,22.0,13.22,83.5,16.0,24.3,24.3,12.9098328,74.8956636,-5.2,265.6,7.751,0
08:21:43.106,32,95.0,1287.0,22.0,22.0,13.22,83.5,16.0,24.3,24.3,12.9098335,74.895659,-5.4,266.0,7.761,0
08:21:43.196,32,95.0,1287.0,22.0,22.0,13.22,83.5,16.0,24.3,24.3,12.9098342,74.8956543,-5.6,266.5,7.771,0
